File.accession,File.format,File.type,File.format.type,Output.type,File.assembly,Experiment.accession,Biosample.term.name,Experiment.target,Size,md5sum,peaks_count_raw,peaks_count_run
ENCFF708IYN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR506KWJ,K562,XRCC5-human,209465,9baf9b7ff03ad26bbb32aab6d9b16135,12294,12294
ENCFF985QBS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000ATL,K562,CHD4-human,107135,9a7765c851f2ff65cda04ac811057b36,5617,5617
ENCFF285TMA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR177DNR,K562,FIP1L1-human,179421,76dd4664701fc4a425bfa5fb5bbc79f5,10437,10437
ENCFF432HRL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR100UQX,K562,TAF9B-human,275543,74dc9d01483e650ec5927fb73482d1a4,15025,15025
ENCFF553BVI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR613NUC,K562,ARNT-human,279358,1f3110a83911d55570d24ea45e4362be,14632,14632
ENCFF566PRZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BNE,K562,EGR1-human,707258,baa1c8b0712dc20bb2281284cb9d2c01,42503,42503
ENCFF497ISV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EWG,K562,GATA2-human,182061,5e5c384ba19c0a182cfdfe44392c7ded,11447,11447
ENCFF410RJD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EHH,K562,NRF1-human,79812,3c3b4f0891b26a598aec80b7541d174a,4436,4436
ENCFF591TLJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR343ELW,K562,LEF1-human,367318,1a65ddca0e15b9c8844e06aa77d434bc,19498,19498
ENCFF053HPQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR563LLO,K562,E2F1-human,150545,1f59af1360d147835340510672b5e37d,7957,7957
ENCFF821QOS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR325RLL,K562,POLR2B-human,386588,ebb1a1b56cf2dd27c0627486979300aa,21193,21193
ENCFF064CWA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EWL,K562,E2F4-human,150777,d9999549e32e49b79bcf8396b1ece95d,9109,9109
ENCFF671ZGP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR091JXL,K562,HES1-human,172269,b506470ea4b975f18e1573635303347c,9121,9121
ENCFF321NXM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR798ILC,K562,NCOR1-human,452949,842b9ab85bd7afb88ab92a1f0b5a62a0,25833,25833
ENCFF807FNB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000AQA,K562,KDM5B-human,409723,1dc39b54b1bba97dbf7eb37442d68131,22368,22368
ENCFF225GCF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR695EQB,K562,ZNF24-human,515429,5494cec32ad40ed39f51d863e3cdab6d,27194,27194
ENCFF820GPR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR041AXL,K562,RFX1-human,329923,8494c7161944e13cef8f08b0d1a15b74,17869,17869
ENCFF746GDG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR970NKQ,K562,NR2F1-human,668300,0aac3379eb13819ddff8427fa3d52477,36225,36225
ENCFF053PDX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR594SMP,K562,PHF20-human,263354,e4c62bd78ddd0bc0338d62fc9e373daf,14101,14101
ENCFF514WJW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR711SNW,K562,NCOA1-human,21100,6a53ea08a8300d8b0c6b092b5b91e086,1048,1048
ENCFF861ZJL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR851BNE,K562,MEIS2-human,850282,1adfe5c90d32a9141e23e34e651c53ee,47442,47442
ENCFF536WBT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR524BUE,K562,RAD51-human,298474,83d8adbf92b5651feac0f7cc9f0dceb2,16146,16146
ENCFF837ZJJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR189VXS,K562,GTF2F1-human,313907,06f98d66ba4fe355b531c476c362031c,16687,16687
ENCFF711ZED,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR429QPP,K562,FOXM1-human,284267,dbd009d18c3fe26bf650ac921958e245,15464,15464
ENCFF843NBV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR590FLL,K562,ZNF347-human,18615,cab83f2be2220d6d328bd6566fc54d85,934,934
ENCFF537HHU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR870YEN,K562,ZSCAN32-human,83811,1929de42f3669816f04c675a97584442,4495,4495
ENCFF392INU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR286PCG,K562,ZBED1-human,105820,930985ad8437269782df9e48898735de,6053,6053
ENCFF553IUR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR115BBC,K562,ASH1L-human,117530,c9d7e349371409615b048d8653727378,6135,6135
ENCFF794IRP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR641BSL,K562,AGO1-human,204008,a061df8dda77d68763927ac65f3bdd1d,11400,11400
ENCFF030AXK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR119FAD,K562,DEAF1-human,363080,d59dbf514389ddec3ae039ad0a4395d8,20813,20813
ENCFF863WFD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR376RCX,K562,GMEB1-human,183078,cd50d0046af99c5ffc29f611176f0bd0,10003,10003
ENCFF692HUD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR591ASD,K562,TEAD1-human,241679,2a757edbb0176202260cf86161cc4713,12991,12991
ENCFF416TFM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR883UGG,K562,ZNF445-human,55990,5f67533d4ab8bcf95d67df4df86952aa,2889,2889
ENCFF809JNC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR844MAB,K562,ZNF77-human,17266,1d63c8c8595758c3c2ad89a58103d91b,859,859
ENCFF265MQC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR712KVZ,K562,ZNF324-human,106680,d74524c849a2bb906bcada18278c37f4,5666,5666
ENCFF257NOX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR657JLK,K562,SIN3B-human,164469,1aafec7e879624fbe7ac7d20c9879868,8979,8979
ENCFF137TCL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR692RET,K562,NR4A1-human,92881,c5822408d9fc55e16375b1424dd1e7d5,4795,4795
ENCFF099OSI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR034GHQ,K562,HMG20B-human,23357,93e6ef8811870cce814a547b84a63efd,1156,1156
ENCFF432KJA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR711VWL,K562,HDAC1-human,665967,64c6296b9fb1e4b4801265ec5608ccd7,37051,37051
ENCFF405EGZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR385IUC,K562,TBX18-human,116937,ee319f59c9da68b3c3a2e62d1871cce1,6176,6176
ENCFF286IPW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR107RHZ,K562,YBX1-human,10954,6fd4cb9df6988c36895e584507e86515,533,533
ENCFF169QYL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR172XJS,K562,ZNF165-human,67655,4c482aed84e47f4d3383d190e33458e0,3471,3471
ENCFF245OJC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR387UWP,K562,HDAC1-human,907864,a84b11c5bd69e1806a917b454f7f0c84,48934,48934
ENCFF268YOM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR099NCH,K562,ZNF24-human,492661,1447caa2948dad88cdb27f07beaacf66,25919,25919
ENCFF847QJI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR249BHQ,K562,ZNF592-human,728192,10b8e1c4408a76ddf428fcce9c011fa3,38779,38779
ENCFF752VQB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR718SDE,K562,RLF-human,171182,82ffe57e054de89a50aaf483ae493282,8951,8951
ENCFF099RDJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR115SMW,K562,PKNOX1-human,884166,45f12a5bdb252b301998460fbe9d7cf1,48694,48694
ENCFF435SNP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR115HLM,K562,ZBTB26-human,157570,7102f5409a6ae48d373323e7292a4cff,8421,8421
ENCFF475CIS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR322CFO,K562,ZEB2-human,396950,52f767eeaed10cbd75ab241dfea70f10,21094,21094
ENCFF101DBG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR106FRG,K562,TAL1-human,471733,8c26441c9d4818b9d09202dc89454e69,25992,25992
ENCFF863ZFH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR125RFR,K562,ATF6-human,152104,7dba139384a66c92d2ee77041f4fc9d2,7906,7906
ENCFF672ZQW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR757IIU,K562,HMBOX1-human,512211,907c406ad33c9a50801ac34fc8fde3d7,29352,29352
ENCFF936WES,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR772EEN,K562,RELA-human,125370,891b5911d40b06728f95e1f3fea72286,6523,6523
ENCFF150ZBY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR582EIB,K562,ZNF830-human,79664,05b26fc4a3c95b5924206dd9a84f65f3,4097,4097
ENCFF866OZW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR653WFU,K562,GTF2I-human,419197,2fbb2357cc2cc8af5b47141cc42c209b,23275,23275
ENCFF350OMH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR502OEK,K562,ELF1-human,272478,e93061812126d3f107ad881ab8f0f15d,14891,14891
ENCFF439KTZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR003GUC,K562,E4F1-human,42257,4f433defe9063eaff59cc82875711fe4,2132,2132
ENCFF516ZEQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR737LTZ,K562,MYNN-human,263832,8b82cacbd0fc6a40ef6ab8cc2a116755,15432,15432
ENCFF280AIK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR914NEI,K562,MTA3-human,448671,baecad41df2a7b034c9cf5203d746d61,26199,26199
ENCFF313VEF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR158BGH,K562,MBD1-human,69717,070bd91e67a8728d01a1997f1d64bea2,3628,3628
ENCFF031NTF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BNV,K562,MEF2A-human,116040,8f613b97c47aa91b626d881beae0c592,6407,6407
ENCFF258VXX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000FAD,K562,RAD21-human,279716,8ea125d06f3a4348bc2c8f91dc03d3d7,17463,17463
ENCFF221SKA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000DMA,K562,CTCF-human,920264,e8a7102f0e50afb2fbcd6438868c4b4f,59803,59803
ENCFF869RFC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR387BVC,K562,DDIT3-human,79216,e6561828d2304fe8359416adc06b1524,4130,4130
ENCFF695PDY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR594HXD,K562,ELF2-human,176510,168bcfc8365a83b851e3b87548d14d3c,9360,9360
ENCFF660DEP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR931HNY,K562,NCOA1-human,244383,1be5fa277e92cc1eb0561c2e568af809,13033,13033
ENCFF674KVR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR550HCT,K562,KLF1-human,172775,0e049e220aaf71df2be65499545bb3f7,9083,9083
ENCFF374EFU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR414TYY,K562,RUNX1-human,72025,71c4656ae122c91de801c138c2d82c8c,3797,3797
ENCFF417FFL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR041QAZ,K562,RNF219-human,26112,5adeb46620d91dc57786dde99b957f81,1319,1319
ENCFF285MHB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR861UWB,K562,HOXB6-human,28084,6b5e0478a247f48dc0ae2447d75466b1,1410,1410
ENCFF199CQK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR671GFC,K562,TAF7-human,193990,12176ae6ee59f464f1abf3b01cabab93,10541,10541
ENCFF885HJI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR682AAS,K562,ZNF668-human,89230,4919ab0f34a20cc1e9dc134f2d261e11,4613,4613
ENCFF716OTE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR504HOI,K562,SRF-human,58626,aa6e94c32e282b329cc8eddfb6d1b994,3001,3001
ENCFF683VTL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR117WTM,K562,ZNF24-human,240394,70ec213762d60c3257bbd524b8cc4058,13081,13081
ENCFF209WPT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR635GTR,K562,TEAD2-human,87290,8cb18860eb637744446672bcb79872c8,4588,4588
ENCFF388KGW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR547LKC,K562,GATAD2B-human,257003,2ad1ea4facd85681159aeaf14c874fe3,13588,13588
ENCFF588QRH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR486IFJ,K562,ESRRA-human,544352,1fde72ee7ee29603dd173b55c9ac5813,29519,29519
ENCFF681YLP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR103TYK,K562,HBP1-human,192727,76190514f9a92882d0a177a909abf590,10267,10267
ENCFF316IYH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR907JPB,K562,ZMIZ1-human,20752,779243a8e7f2479e8daef0fdb964b0ad,1078,1078
ENCFF875JMR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR935PEA,K562,CREB5-human,39243,6598d3fec21c9e96563c748d74ea59d6,1991,1991
ENCFF114VAI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR744JJU,K562,MYC-human,189595,e5e9aa94130c28603325bfcf9cb86a50,9959,9959
ENCFF880BPX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR353HEP,K562,TARDBP-human,134292,daae13cffddec2040537989f0612f941,7787,7787
ENCFF584QFY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR124BJR,K562,ETV6-human,46366,d5eedcafc74f619ebd8af31068b52ae1,2509,2509
ENCFF409SDU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR138FUZ,K562,RNF2-human,89765,44b96e2ad0e6caef34354d60e988fbca,4717,4717
ENCFF772OKO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR257RKC,K562,GATA2-human,279576,071b143452bced3d8ce707ada2b7d562,15650,15650
ENCFF159END,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR987KYK,K562,ZNF717-human,30741,77a403626fb0e0738b3b49915d5db056,1551,1551
ENCFF479SOJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR670JDQ,K562,RB1-human,447978,f97b867ccbc577ddf032b1beca73206d,24328,24328
ENCFF705SFR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR787RVK,K562,TSC22D4-human,30972,95979ec6923f6dd680f2779bdea297f9,1556,1556
ENCFF567CPM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR056VMR,K562,FOXJ3-human,28917,f6c36db8a98e3a642133b515e38ae6e5,1484,1484
ENCFF130JVF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR583ACG,K562,BRD4-human,176197,26ac6a7b2857d459abba9fb87e72da31,9337,9337
ENCFF743JJF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR549PVK,K562,PATZ1-human,47795,f677ae737eaa8a167b9954a2314c0f29,2429,2429
ENCFF549NPY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR906CWK,K562,ZFPM2-human,47756,b778c89ab1d46a4840fb66f8dc859edb,2426,2426
ENCFF794OSY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR214PDW,K562,ZNF780A-human,19427,ba744f45d4b84f1186b06e6e66c50140,965,965
ENCFF195YGC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR426URK,K562,AFF1-human,340419,c0ae633f84ea5a7005da9e223126ef91,18832,18832
ENCFF424OWM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR650AWW,K562,PHB-human,66549,b061cef8bc5dbf47de0a6e439c67c211,3427,3427
ENCFF253UAF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR775FSH,K562,ZNF280B-human,35095,551ef640c22c0069aa84b5f5c7cb0ec2,1779,1779
ENCFF507QLB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR568PGX,K562,HDAC1-human,72179,2c4dcd1be5142093f91e2b140543a0f1,3761,3761
ENCFF879NTL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR822CCM,K562,ARID1B-human,982964,71887b55e96bd97639f28521611e87ae,53250,53250
ENCFF110GDP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR742TMU,K562,ZNF282-human,184203,11f0a6c00932db50530fb0b44aa2ef83,9595,9595
ENCFF600KEF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR782WRO,K562,BMI1-human,52334,b3027930ade23d8f5c510d23e8c59406,2850,2850
ENCFF004YCK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR532EMP,K562,ZNF740-human,98481,497df1f2ac495c3f52ca80c5aca3f257,5030,5030
ENCFF057SID,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR349TZO,K562,NCOA2-human,63438,b5b9f9483e14388a8c36370a503cc4cc,3258,3258
ENCFF519LSA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR542WJU,K562,MCM7-human,16609,44abdbc11f1f448dc4528896ecd04a93,831,831
ENCFF104VFF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR720HUL,K562,E2F1-human,419088,bb93dfda0ba7456a35c007a723b8977a,22525,22525
ENCFF156GHD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR343IFJ,K562,CC2D1A-human,404275,113b24d44a7e3977d9ad9fabeb289c6b,22663,22663
ENCFF637SIR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR948VFL,K562,IKZF1-human,856013,ebcb21e32172708bbdd3715a21305a9a,47712,47712
ENCFF569TJP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR606KTL,K562,ZNF239-human,121437,a28039262ad2576a146343676e993d31,6413,6413
ENCFF798LLI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR996SKD,K562,CXXC5-human,814355,4ad71498ce87f2eb0d6b1c8407bee3ef,44441,44441
ENCFF697DRN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR199HGP,K562,ZKSCAN3-human,20486,ccd7a2598bd32ced0b3a150d336a5ae8,1032,1032
ENCFF345IHK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR603XLW,K562,ZNF589-human,392864,caad51f1f9f257c1d7a4ccd38131f723,20982,20982
ENCFF245JPK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR475ZYA,K562,OTX1-human,200122,4794b76867d86d317e5886d5c850f9c2,10690,10690
ENCFF469KAH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR920BLG,K562,SIN3A-human,240913,746e339eaf6d37da6249ee8c113ec399,13197,13197
ENCFF067KCK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR336DXE,K562,SKIL-human,326449,67d452e2c0309ffb060f23b5fa9741b4,18817,18817
ENCFF841RMH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR633EIC,K562,PBX2-human,71070,97961f64afac30693215ff0e92673111,3908,3908
ENCFF956MGE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR052PTN,K562,PCBP1-human,199346,c3280c55cc379ca7cdcbb170c09f827e,10978,10978
ENCFF556SMM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR028UIU,K562,ATF3-human,1019882,5ffc6fb4b3270f83a9cc534e5c1b73a2,57625,57625
ENCFF169MAE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR796ITY,K562,NFIC-human,948976,96cb97bd6a7e828296a41aac4af36040,51804,51804
ENCFF328OCA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR795IYP,K562,JUNB-human,97206,3b57fe1fe14360ee2a1842bf2739e5b6,5438,5438
ENCFF541VYN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR315NNL,K562,CHAMP1-human,97749,0eca181de0030b54693854282534d814,5111,5111
ENCFF263VIC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR750LYM,K562,NR2C2-human,801017,9b07e58009dbd068ad567ddbfff59e01,44946,44946
ENCFF106ECV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR264LYE,K562,ESRRB-human,20045,cd4161b4053afad690c7564591f849dc,999,999
ENCFF063NIH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR530XQI,K562,L3MBTL2-human,887198,02c2f204cdf147a55e8fc5992575266c,50803,50803
ENCFF086TAD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR145TSJ,K562,ATF4-human,735132,1b72c976749fad01a39e93fe37c47652,40114,40114
ENCFF242AOL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR004GKA,K562,ZEB2-human,467234,677976d65be5ad7aad99b1ee1ccbf970,25656,25656
ENCFF217EJG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR497VFH,K562,ZNF639-human,118543,ac8c8a22f3332744842c6705534c193c,6144,6144
ENCFF545WAL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR334HSW,K562,ZNF318-human,24028,ce76f772cd9d98907afe37212887231c,1174,1174
ENCFF053ABJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR775EQV,K562,ZNF583-human,182442,4e832bde69bfdc64bd28d426dbc23f46,9538,9538
ENCFF830MTX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR172OSX,K562,ZBTB12-human,158072,eda6255781c1fc308c3d59696bf19e2d,8720,8720
ENCFF910JTR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR920ASP,K562,ZFX-human,479125,3ec3d0cbba02f2c8bfc8651746b9b379,27194,27194
ENCFF063VRD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR898IDK,K562,ZNF23-human,40577,e39d7f6abf53af94c1aadcbcbb57500b,2079,2079
ENCFF941SRW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR792IYC,K562,BCLAF1-human,20946,18db2e67307c621b6ea9ef11e5f694f6,1067,1067
ENCFF878SVX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR577KQD,K562,ZNF507-human,102207,048c65c285d4fe09398d262aac40f8bb,5466,5466
ENCFF192MEM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR011PEI,K562,ZNF175-human,347008,2c14e1a21077f7bc6fec809dd82f6835,18987,18987
ENCFF318GYM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR886RYH,K562,NONO-human,198546,0d7e22484c0b4efbad2f7378a374a28f,10619,10619
ENCFF423CWQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR283ZNI,K562,ZBTB8A-human,12409,47b133d3bfa8f0afb504b952770ad0fc,610,610
ENCFF448LKL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR213VUI,K562,TRIM25-human,63511,9e6f6433ba12a9893c788cf1739b30a5,3258,3258
ENCFF352NGK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR222TVA,K562,ZNF785-human,11677,c68a5650b3502f93da64c88471c8d341,574,574
ENCFF640ZIN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR359NFW,K562,USF2-human,312617,d127c42ccfda09bcddab91a9915f3f71,17353,17353
ENCFF515GUE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR065XVO,K562,CHAMP1-human,244618,fa3462b9ecf71bbc5074e24b20314b72,12909,12909
ENCFF637PFI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR162IEM,K562,MYBL2-human,95333,1595d6b755170d828041c5ee490911b4,4912,4912
ENCFF960SMD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR494UQJ,K562,NR3C1-human,49771,a92c3521f230486be860b510985259f6,2518,2518
ENCFF136KLM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR178NTX,K562,CUX1-human,135768,f4ca0af2b564ee4191e3855b99cad0d0,7061,7061
