File.accession,File.format,File.type,File.format.type,Output.type,File.assembly,Experiment.accession,Biosample.term.name,Experiment.target,Size,md5sum,peaks_count_raw,peaks_count_run
ENCFF180XUM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR195QFV,K562,ZNF3-human,43697,311fdacc08f79c931c305e781a0f4654,2430,2430
ENCFF941EDY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR802AHH,K562,BCL6-human,55263,ad58f94719c07a335c0edc88211fb689,2833,2833
ENCFF372YFU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR193ZLW,K562,THAP7-human,68518,fd66ee347ee95730d0911374ecf449f5,3489,3489
ENCFF678TXX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR740NPG,K562,BACH1-human,298783,7e686d295e688234da2d72a6ca7e3011,15755,15755
ENCFF189OHQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR175EOM,K562,EHMT2-human,325625,06ef8a2a5fd5c268b5d154ef0d298e32,17334,17334
ENCFF702AQS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR302AWT,K562,FOXK2-human,374279,75921e31526440ac2c7e06936af41e54,20084,20084
ENCFF193BGB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR508EEX,K562,ZNF397-human,56943,0a2aef83cca2fde6c05d03914d97ffcf,2932,2932
ENCFF208OME,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR959BQO,K562,ZNF700-human,44418,2ea9b70041e776560d2322965dacb511,2279,2279
ENCFF003LPE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR588AKU,K562,RUNX1-human,69453,47415ccb0126a2c616f1d0d8f501f5af,3801,3801
ENCFF564KIU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR532KTI,K562,GTF2E2-human,304389,a24340ddd11932a6803345abf8fa8da7,16064,16064
ENCFF601LMD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR801JWB,K562,HOMEZ-human,48342,97d91af9766eea69b6f2305d0b957d84,2448,2448
ENCFF557FUM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR854MCV,K562,IRF1-human,258043,6589b9deddf376857bc9ee422dce277f,13777,13777
ENCFF792SXS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR832DMO,K562,SRSF1-human,24941,4f66c3516900383e2ca4304e2135a834,1276,1276
ENCFF413LLO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR283ZRI,K562,POLR2G-human,1026581,34ce803500951b0db1c60be609801c4e,58640,58640
ENCFF080IBW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR411UYA,K562,MTA2-human,324493,74644db4fcf6875742a1f33737a7e231,17005,17005
ENCFF938ZPZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR171CAY,K562,E2F7-human,49769,6496b1c03f032c8e9217d0b2bc833181,2624,2624
ENCFF080KWE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR388ZRV,K562,ZNF311-human,139362,5a855f38df14a9bab3e7e84b160876f2,7248,7248
ENCFF133TSU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR975SSR,K562,ELF1-human,375290,6c8c1a64bf41bf0c3f9d6cace2d419e0,20718,20718
ENCFF725JXZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR492LTS,K562,BCLAF1-human,38847,e78830833b47435635ee80b2cfea1442,1987,1987
ENCFF305XQM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR257AFV,K562,ZNF76-human,113011,632c84d1e76da1fcf5942199bf1c3c71,5887,5887
ENCFF726LLI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR574VJG,K562,NFIX-human,105437,1e5101a483208df9577fa869d63f1701,5615,5615
ENCFF460GXA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR786OQY,K562,ZBTB5-human,75945,228c540a9ae04e1f501a894202a38407,3897,3897
ENCFF627RSK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR091GVJ,K562,ATF1-human,816062,fa40dd0acce5f62b62d0705de25b13b1,44216,44216
ENCFF918BZG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR314BBS,K562,PTTG1-human,83701,2f9bc1208ec80429288aa14557162b4f,4324,4324
ENCFF015FXW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR439OCL,K562,ZNF407-human,65776,d820d52810db832c3456e88b85b52204,3359,3359
ENCFF840SLB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR167KBO,K562,ZNF316-human,1344230,cc929631038753d74f09d7c5d416a37d,76142,76142
ENCFF497OQD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR819LHG,K562,FOXA1-human,20181,748415815036bfc4f8e8f8f4ba80cef2,1013,1013
ENCFF724CHN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR926KTP,K562,IRF9-human,139716,0515e474db0f6b16cd387e7cd2ce8404,7452,7452
ENCFF739AJO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR440VKE,K562,ADNP-human,406720,b5fb78fa3a646e434172526ebc693cbe,21853,21853
ENCFF729DNM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR030TJP,K562,DACH1-human,307608,889159f97343adeb8ad338df91cd0762,16906,16906
ENCFF433ERT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR189YMA,K562,VEZF1-human,834498,7f760786720e0caa5f230d30b6f724b7,46848,46848
ENCFF321LMQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR996ESX,K562,NFRKB-human,130757,266e23fdf51e6221a8dae3f5ee56fcb9,6938,6938
ENCFF362JHQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR017GBO,K562,TFDP1-human,420330,c74930e05addf4de007ce2773ae19d57,22966,22966
ENCFF451LLC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR257XVY,K562,ZNF83-human,211872,030b1b8d627f61094898604f9b1f5f98,11150,11150
ENCFF430IPX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR462QZZ,K562,ZNF395-human,470431,509f693ea6a661a74f2d4d9fec6da613,25070,25070
ENCFF408RSJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR121PFY,K562,CDC5L-human,95932,aed23594785b126795bff268a1a52d17,4916,4916
ENCFF992HUS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR264CZJ,K562,THRA-human,28071,2447777b06fcc56bb6e7b36d788ac520,1419,1419
ENCFF928BHE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR167JBG,K562,DIDO1-human,126484,27694097d41fbb8211aedd2f69e5d642,6652,6652
ENCFF232TVE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR410DWC,K562,PYGO2-human,89279,aaeacc9b1d019172f62bcc58c3da7bb8,4659,4659
ENCFF488OTN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR760UVO,K562,KLF16-human,310903,443d7e9a0b081bc02f49ccd186ea5fa8,17850,17850
ENCFF255HEF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR011NOZ,K562,ZNF407-human,87638,59f435c18ae5c725548d631a313018f4,4521,4521
ENCFF712ZNR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR416QLJ,K562,CEBPB-human,938256,57dc130e45153013e1ab2dde976b6045,53175,53175
ENCFF524ZER,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR710WLO,K562,MGA-human,621991,8f3e9ebf14ea1208e9d87d1b06112020,33583,33583
ENCFF239OHL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR068VRA,K562,MCM7-human,29211,f7705e1a869eaecd2da7b9a97156d574,1466,1466
ENCFF669VJB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR949NVY,K562,ZNF639-human,290834,89d67dfc9f1fc7c57640553f2b93a7d2,15628,15628
ENCFF772QLT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR596IKD,K562,ETS2-human,18324,0612dd7b874cd6b5fe36f9c69bd1f47d,905,905
ENCFF382CUT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR632TJQ,K562,ILF3-human,67037,a4ed6a194b4ca0869574817fa3a67151,3450,3450
ENCFF239WEU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR552PSV,K562,MCM2-human,52721,92801f2bc6f57131fca8b28d5ea0cbe3,2731,2731
ENCFF113LBV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR086FZL,K562,KAT8-human,26105,b6327521c4e0109dfa4e00bf99fc8dc3,1309,1309
ENCFF835PDO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR898XMH,K562,ZFP91-human,253082,5c97568dfb506529958998ee623d6d1e,13459,13459
ENCFF266FUJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR546IHU,K562,ZNF184-human,169213,8728fb555e074fe70ce8e509df4ccfc3,8930,8930
ENCFF748EAO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR382AIB,K562,DDX20-human,79525,594805cf580421fcb859d6aa9ac4e871,4087,4087
ENCFF453MMH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR608HVP,K562,KLF13-human,168727,f24426b3bbfe4d53c2b4c20ea32ad875,9096,9096
ENCFF822FXR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR056VYW,K562,ZNF174-human,21399,b871a819e7c7c148ebea2615431ab461,1060,1060
ENCFF201WFM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR829UCH,K562,NFXL1-human,60513,f7f731e4b0dedd442a7e2b056c1c0b60,3068,3068
ENCFF130WQT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR059BWP,K562,PHTF2-human,32087,0fb608052257a5b898591df2c59e9cfb,1611,1611
ENCFF704UVS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR163IUV,K562,MAZ-human,594331,8a9c89a09f387dd00fd1d68caf733fd2,32781,32781
ENCFF375SIS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR005NMT,K562,ID3-human,353459,7ba7b7482e444fe3838b06fb92f05b16,18808,18808
ENCFF836PGX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR910JAI,K562,NCOR1-human,454393,adf7662605edb40c9fc191f0e011d58a,24786,24786
ENCFF440AQF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR512NLO,K562,MNT-human,534925,720f68f8cd605429c7e5e6f76d3a0c07,29124,29124
ENCFF566PEY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR835TCD,K562,HDAC8-human,130591,b9a2b893b2449246a7a0e4e4b8ac643a,6892,6892
ENCFF674XTY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR241LIH,K562,AFF1-human,174489,8b9f7fa9112e411a1d15c949b020eb6e,9039,9039
ENCFF657LFS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR598GER,K562,CCAR2-human,10231,980d74fa5aeb777ee3caa24482b07659,511,511
ENCFF833ZNA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR112RNT,K562,HNRNPLL-human,271551,d1f06c93718f79c6d0e8fd4c7b2ddb25,15057,15057
ENCFF529SRS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR087TYG,K562,NR2F6-human,75034,499c71fc7a59eed3c6d1ae217f2ccfc1,4006,4006
ENCFF096AYV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR597CHL,K562,ZNF518B-human,14706,8e01dd9d44e394d5394af3b800871a8e,722,722
ENCFF669RLC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR574XEO,K562,NUFIP1-human,47704,60a19f3ee8a1b82e6c22ac8fffbd3a62,2413,2413
ENCFF810OHB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR619UPN,K562,ZNF133-human,30672,6ba15fa2e9762fce5b6d2398d24afed0,1549,1549
ENCFF188PLS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR935UQL,K562,MECOM-human,184444,2ed8f88d15adbc2c9e5be4e29c0f2f5a,9826,9826
ENCFF908SNB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR448UKK,K562,ZKSCAN8-human,217399,cdca6c9845ec2b38b12fe9bc784771a2,11411,11411
ENCFF773XPT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR729HVR,K562,ZNF644-human,246298,7c22119cebb5fc32a61a7b641574c941,12950,12950
ENCFF620FIH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR946BXO,K562,BRCA1-human,48665,4999659f849b0bd877d053a14ff3b719,2480,2480
ENCFF710YFH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR150QDE,K562,SREBF2-human,32734,adbf8f1fd7b2c09c2a09951ef9781573,1649,1649
ENCFF539GWU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR468DVP,K562,ZBTB11-human,197695,e854942f2a0db0d3dc4789e44fc05aa9,11333,11333
ENCFF283UWH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR018MSO,K562,ZNF148-human,420151,ac214a6e2fa60e702ae7b92301674125,23554,23554
ENCFF005MBI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR149ZBI,K562,ZNF584-human,279486,81ad39567da2210fe461b1ba83465b75,14945,14945
ENCFF643AUL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR845BCL,K562,ZNF639-human,471368,f73f10ad99a0bfbc4576b61d11d75d36,26451,26451
ENCFF071GJH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR899GSH,K562,RBM34-human,20920,bc15746378833268d4a6ff7da7b26129,1084,1084
ENCFF470CSE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR948QLZ,K562,CBX1-human,265342,7d2a91e85637d3daa9695de3d5c50db5,14593,14593
ENCFF068MGV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR331BDJ,K562,NKRF-human,316916,f0fdfe1dc29fea697b21aa5ac32bd9b5,17206,17206
ENCFF184IOY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR591CCL,K562,ZNF512-human,413887,c76423603c9e93617faf045b306fb04e,22842,22842
ENCFF504PFQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR189TRZ,K562,TCF12-human,250535,39281c228105dde9e0ebd1cac3b82660,13907,13907
ENCFF304PGC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR642VZY,K562,KDM4B-human,141390,e6195dee5d23f38a81be36da0b1c738f,7999,7999
ENCFF137OGC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR997NGQ,K562,XRCC3-human,22901,e2cc5f10ac69f12eb119cc7c932dff10,1138,1138
ENCFF038WQY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR350XWY,K562,C11orf30-human,989015,9f104b1b537696d9ee095a6766efcd0b,56447,56447
ENCFF407STM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR635EXI,K562,ZSCAN29-human,87732,f547a99805e362994efeed75a3375d22,4540,4540
ENCFF877ZKU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR567JEU,K562,YBX3-human,35754,42404562abda2a296349515c4395d517,1793,1793
ENCFF451AEQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR200JYP,K562,ZNF316-human,374969,be615256033560fa218727898b4eea22,20293,20293
ENCFF710UAZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR036QIR,K562,E2F3-human,160591,7c5edafafd9e3235282b2b096d560175,8608,8608
ENCFF359ZQQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR091IQZ,K562,DMBX1-human,360892,4ffa154dcd4968aa726f4e272d1a3f47,19370,19370
ENCFF852ZIK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR130PDE,K562,NR4A1-human,294632,f9f4b474201ae7a172b6d9c660d09531,15427,15427
ENCFF449JMB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR947PJZ,K562,HIVEP1-human,86191,b2378c251214c4eb496cd4ae3cc1edd7,4460,4460
ENCFF563WUP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR213HBY,K562,TOE1-human,392602,0e76cbc356cd0f9cb06fc2e6307e9b8c,21449,21449
ENCFF746OAD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR402XII,K562,CSDE1-human,96865,79d7169cb650c9755947da77b1eb8718,5053,5053
ENCFF648UJW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR228OQM,K562,CLOCK-human,37825,79e8b07c2fa5f664c9d4c08d69ac29ba,1932,1932
ENCFF295XCB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR164RIC,K562,ZNF444-human,56164,b3ddc8007562b80f28344bfa9a3e861b,2949,2949
ENCFF215JWS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR119VCX,K562,PHF21A-human,134457,d4b7608cae91c2e9b0efe63c20bf4ab6,7062,7062
ENCFF018HWM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR454SCH,K562,ZNF7-human,271675,6b2d6200fb0d99bdbd7924020419fcb7,15451,15451
ENCFF082DOH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR697YLJ,K562,CBFA2T3-human,875682,3d4ea0e6f259b8ba71eca3bf5125f5ab,49658,49658
ENCFF110HVI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR664AOA,K562,TRIM25-human,93952,cd370a429e83883c3037d45b8962ae46,4898,4898
ENCFF087EVW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR582IAO,K562,SRF-human,282853,6ca188ea83223aac97b5823953f928b5,15466,15466
ENCFF525XXS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR686EYO,K562,KHSRP-human,79232,8f655e4a4ff7339cf3cd78629a836c5d,4094,4094
ENCFF014HYS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR376UMR,K562,ZNF84-human,89579,c86885f7cc7dd6b9618920da41d2bf12,4674,4674
ENCFF832HNJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR494ZGC,K562,ELF4-human,234733,612475eb541f99bff7be2436f83e3c21,12669,12669
ENCFF921BXP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR153HNT,K562,STAG1-human,208936,6a35e7af0485b7b4fde46158f09c8b92,11419,11419
ENCFF955QCD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR154EIH,K562,TRIP13-human,31144,cc9a35607055e3780f24e0565bcc0882,1554,1554
ENCFF691JZW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR740XMB,K562,RBPJ-human,43066,62e27ff2148f4d6a9319b690133b81e9,2182,2182
ENCFF295YRT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR160QYK,K562,GATAD2A-human,223046,7416c1e6d4fff3f29e275bb138d16a19,11781,11781
ENCFF021JCJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR041YBR,K562,ZNF12-human,154579,74355febff5b994ddec3a01938d5f58c,8002,8002
ENCFF773RNU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR970OJY,K562,TCF3-human,554627,b3ca8b482f3218d3a061a2153aa5e1df,33041,33041
ENCFF820MJD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR438RRM,K562,FOXM1-human,123989,61b39bbf0d7ffe5a6bee6af1876bf902,6496,6496
ENCFF798KXN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR798MFW,K562,NR1H2-human,90903,6d90bf963f0a622f21352975271a8a1f,4636,4636
ENCFF647RGI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR128KLX,K562,NR2F6-human,47254,868a5c41b6325d56edd3dac6a2f08a79,2399,2399
ENCFF058ZHN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR807BGP,K562,MTA1-human,300715,8b8426715c02cbd01b946ce67917e2fd,16037,16037
ENCFF808QUD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR744WOO,K562,TCF12-human,479907,6fc1ce704461561b8c9181b23fdd10ac,26502,26502
ENCFF456USL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR490LWA,K562,CEBPG-human,734322,86756b46dddb3b3595e6126c895838ca,40346,40346
ENCFF913YMX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR451UQX,K562,ZNF551-human,18711,fe1c91541a612c01f35272e72b8b5cbf,929,929
ENCFF058VGZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR621ATC,K562,ZNF184-human,233465,1f3aa61f0c364bbaa529281191a3bcf7,12442,12442
ENCFF583XAW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR990AZC,K562,MCM3-human,35017,aafd33573458cde7a5f33aedfb0a3045,1790,1790
ENCFF774NZZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR444MSK,K562,RFX7-human,32521,a83ff9184d3998c0c9b53025520397af,1637,1637
ENCFF802NHC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR116NDV,K562,CBFB-human,137761,ef3d6bc28f95c681e1285a11626c5fed,7326,7326
ENCFF075OIT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR669NFS,K562,ARNT-human,82794,db4a19145e2b2144a4e9498d7418fe63,4251,4251
ENCFF798AFV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR934RJP,K562,ZNF3-human,33658,619f069d5b60c5fc65491e32464ee65f,1687,1687
ENCFF961ADR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR325DER,K562,NR3C1-human,29844,8b5eb29ebc355b3f003aae861243f8b4,1509,1509
ENCFF604LXR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR971EWR,K562,ETV5-human,310164,19235dc3d6e1d64ca5632a5da41fbd5e,17005,17005
ENCFF156EZP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR568YNC,K562,ZNF655-human,16154,5af4c9db2db7c396815e457a6ccdb1bb,803,803
ENCFF049MDN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR023OOE,K562,ZNF764-human,53954,118e9af5b19781999d45cc4be5114a5e,2878,2878
ENCFF712NHB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR044IXA,K562,ZNF354B-human,53019,23a707dc87c5f9e69416a562066970dc,2759,2759
ENCFF067BCD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR119ULQ,K562,NCOA4-human,37466,644c9816b4d690aa556fa2248195f68c,1910,1910
ENCFF057RJK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR250WFW,K562,RREB1-human,162986,56228a73998ec8a51e279620f6b7e748,8562,8562
ENCFF873VFI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR231PDA,K562,ZNF319-human,136182,9d2ba42e2eeedc63d111d06dabe41cf3,7236,7236
ENCFF527MLG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR907MZR,K562,TRIM24-human,574361,6ec5065160d26c10af9cb8c22f7c8359,31849,31849
ENCFF270TSN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR360UHC,K562,ARID3B-human,51769,b8b2697e68293c9d01670c39acd2cbe2,2633,2633
ENCFF986BYT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR033VAZ,K562,TARDBP-human,156835,4a10eafbcbccb914e0eb9c12e2bc3d9b,8113,8113
ENCFF711ILQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR395HWC,K562,IKZF1-human,946197,a5b6565602e08530433e8c17ff16e28c,51437,51437
ENCFF991VAW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR706BJO,K562,ZBTB11-human,487708,9845c6216878d760c2b1a450fe1be2f6,26923,26923
ENCFF959ZKZ,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR077TKJ,K562,ZNF707-human,62463,bf543742dbd0eddb1b8c703584cc033e,3191,3191
ENCFF887ZDT,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR236JZN,K562,ZNF586-human,32026,9f3dda7582266b9eb8fce327af8ba2d9,1634,1634
ENCFF410SWS,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR844JVU,K562,TCFL5-human,39200,60d335277f3b6c34d4f2d52544f64d82,1989,1989
ENCFF886BDQ,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR000BKQ,K562,ETS1-human,249688,a4a1806df4af7b6f67dd2f14f995d649,14140,14140
ENCFF701RWL,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR350GZC,K562,ZNF561-human,31929,ba96abc5683a84bca116953c08e5190d,1622,1622
